PSM,NearestRoad,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,TotalUnits,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
65886.83,Sena Nikhom 1 Road,4.33,3.76,8.74,4.33,0.83,Sena Nikhom,Chatuchak,882,8,0,1,1,0,0,1,1,0
55000,Sena Nikhom 1 Road,3.29,2.17,10.1,1.3,0.86,Chan Kasem,Chatuchak,257,28,0,0,1,0,1,1,0,0
56050,Sena Nikhom 1 Road,3.83,3.61,9.37,4.73,0.24,Chan Kasem,Chatuchak,69,16,0,1,0,0,0,1,0,0
86644.33,Sena Nikhom 1 Road,0.56,3.2,7.91,3.42,1.36,Sena Nikhom,Chatuchak,229,7,0,1,1,0,1,1,0,0
86444,Sena Nikhom 1 Road,3.49,3.58,9.95,1.16,0.74,Lat Yao,Chatuchak,236,14,0,1,1,0,1,1,0,0
53020,Sena Nikhom 1 Road,3.82,3.27,9.67,4.83,0.58,Lat Yao,Chatuchak,235,32,0,1,0,0,0,1,0,0
121071,Sena Nikhom 1 Road,3.74,3.48,9.58,4.84,0.35,Chan Kasem,Chatuchak,546,5,0,1,1,0,0,0,0,0
52756.5,Sena Nikhom 1 Road,4.45,3.61,8.63,4.18,0.81,Sena Nikhom,Chatuchak,1456,15,0,1,1,0,0,0,1,0
127500,Sena Nikhom 1 Road,4.79,4.09,8.24,4.15,1.52,Sena Nikhom,Chatuchak,649,3,0,1,1,1,1,1,0,0
81873.67,Sena Nikhom 1 Road,4.85,4.06,8.18,4.09,1.54,Sena Nikhom,Chatuchak,563,9,0,1,1,0,0,1,0,0
60168,Sena Nikhom 1 Road,4.55,3.65,8.52,4.12,0.95,Sena Nikhom,Chatuchak,834,17,0,1,1,0,1,1,0,0
57826,Sena Nikhom 1 Road,3.7,3.61,9.54,4.86,0.31,Sena Nikhom,Chatuchak,99,30,0,1,0,0,0,1,0,0
121499,Sena Nikhom 1 Road,4.4,2.8,9.12,4.24,0.6,Lat Yao,Chatuchak,248,1,0,1,1,0,0,1,0,0
74858.2,Sena Nikhom 1 Road,4.52,3.92,8.51,4.25,1.15,Sena Nikhom,Chatuchak,1522,5,0,1,1,0,1,1,0,0
151823.5,Sena Nikhom 1 Road,4.22,3.23,9.04,4.33,0.21,Sena Nikhom,Chatuchak,332,4,0,1,1,0,1,1,0,0
63000,Sena Nikhom 1 Road,0.6,1.8,9.6,1.6,0.6,Sena Nikhom,Chatuchak,207,11,0,1,1,0,1,1,0,0
59423,Sena Nikhom 1 Road,0.8,1.8,9.6,1.6,0.7,Lat Yao,Chatuchak,394,10,1,1,1,0,1,1,0,0
74072.5,Seri Thai Road,4.45,2.65,13.55,2.55,3.17,Khlong Kum,Bueng Kum,505,6,1,1,1,0,1,1,0,0
40741,Seri Thai Road,4.45,2.73,13.35,1.39,4.55,Khlong Kum,Bueng Kum,242,12,0,1,1,0,1,1,0,0
72323.67,Seri Thai Road,1.4,4.11,13.02,3.02,4.87,Khan Na Yao,Khan Na Yao,450,5,0,1,1,0,1,1,1,0
54791,Seri Thai Road,4.45,4.63,13.31,0.9,3.54,Khlong Kum,Bueng Kum,434,5,0,1,1,0,1,1,0,0
41714,Seri Thai Road,3,3.66,12.46,2.64,4.78,Khan Na Yao,Khan Na Yao,455,7,1,1,1,0,1,1,0,0
138608.86,Silom Road,0.4,0.7,22.93,0.2,0.1,Silom,Bang Rak,166,23,0,1,0,0,1,1,0,0
85294,Silom Road,0.2,0.4,22.21,0.8,0.5,Suriya Wong,Bang Rak,930,38,0,1,0,0,1,1,0,0
135610,Silom Road,0.8,1.3,21.85,1.3,0.7,Si Phraya,Bang Rak,277,5,0,1,0,0,0,1,0,0
221208.33,Silom Road,0.5,0.8,22.21,0.8,0.5,Suriya Wong,Bang Rak,161,12,0,1,1,0,1,1,0,0
171019.33,Silom Road,0.2,0.4,22.93,0.7,0.4,Silom,Bang Rak,137,18,0,1,0,0,1,1,0,0
161307.09,Silom Road,0.4,0.6,22.93,0.9,0.4,Silom,Bang Rak,219,8,0,1,1,0,1,1,0,0
188879.67,Silom Road,0.4,0.5,22.93,1.2,0.4,Silom,Bang Rak,562,13,0,1,1,0,1,1,0,0
228642.8,Silom Road,0.5,0.7,22.93,0.9,0.4,Silom,Bang Rak,268,4,0,1,1,0,0,1,0,0
96429,Silom Road,0.8,1,21.85,1.2,0.6,Si Phraya,Bang Rak,116,13,0,1,0,0,0,1,0,0
198445,Silom Road,0.7,1.2,21.85,1.3,0.8,Si Phraya,Bang Rak,181,3,0,1,1,0,1,1,0,0
177600,Silom Road,0.5,1,21.85,1.1,0.7,Si Phraya,Bang Rak,774,1,0,1,1,0,1,1,0,0
130228.5,Silom Road,0.9,1.3,21.85,1.4,1,Si Phraya,Bang Rak,384,1,0,1,1,0,0,1,0,0
114286,Silom Road,0.4,0.9,21.85,0.7,0.3,Si Phraya,Bang Rak,52,13,0,0,0,0,0,1,0,0
240458.17,Silom Road,2.63,3.68,22.36,2.16,3.58,Suriya Wong,Bang Rak,428,6,0,1,1,1,0,0,0,0
128947,Silom Road,0.4,1,23.2,1.1,0.7,Maha Phrutharam,Bang Rak,1802,12,0,1,1,0,1,1,0,0
68852,Silom Road,2.57,3.57,22.32,2.09,3.55,Yan Nawa,Sathon,675,16,0,1,0,0,1,1,0,0
132222.4,Silom Road,0.3,0.4,22.93,1,0.5,Silom,Bang Rak,300,16,0,1,1,0,1,1,0,0
98445.5,Sirindhorn Road,0.3,1.7,16.6,1.2,0.5,Bang Ao,Bang Phlat,1412,7,0,1,1,0,1,1,0,0
78857,Sirindhorn Road,0.1,1.1,17.6,0.5,1.2,Bang Ao,Bang Phlat,635,5,0,1,1,0,1,1,0,0
56055.6,Sirindhorn Road,1.9,4.58,20.45,1.89,3.78,Arun Amarin,Bangkok Noi,1408,12,0,1,1,0,0,1,0,0
77333.33,Somdet Phra Chao Tak Sin Road,0.1,4.9,14.6,0.4,1.2,Bang Khae,Bang Khae,895,9,1,1,1,0,1,1,0,0
57955,Somdet Phra Chao Tak Sin Road,0.7,1.9,28.2,1.4,0.1,Bang Kho Laem,Bang Kho Laem,132,15,0,1,1,0,1,1,0,0
59073.5,Somdet Phra Chao Tak Sin Road,0.7,1.9,28.2,1.4,0.1,Bang Kho Laem,Bang Kho Laem,188,18,0,1,0,1,0,1,0,0
53752.25,Somdet Phra Chao Tak Sin Road,0.8,0.3,27.7,0.6,0.7,Bukkhalo,Thon Buri,286,18,1,1,1,0,0,0,1,0
74127,Somdet Phra Chao Tak Sin Road,0.2,0.9,27.7,0.4,1,Bukkhalo,Thon Buri,793,9,0,1,1,0,1,1,0,0
84000.67,Somdet Phra Chao Tak Sin Road,0.3,1,27.7,0.7,0.7,Bukkhalo,Thon Buri,404,13,0,1,1,0,1,1,0,0
77096.63,Somdet Phra Chao Tak Sin Road,0.5,0.5,27.7,0.3,0.8,Bukkhalo,Thon Buri,203,9,0,1,0,0,0,1,0,0
55413.5,Somdet Phra Chao Tak Sin Road,0.8,0.4,28.6,0.7,0.8,Dao Khanong,Thon Buri,1278,11,0,1,1,0,1,1,0,0
66333,Somdet Phra Chao Tak Sin Road,0.5,0.6,28.6,0.4,0.9,Dao Khanong,Thon Buri,741,8,1,1,1,1,1,1,0,0
94902.67,Somdet Phra Chao Tak Sin Road,2.2,1.3,28.6,0.4,1,Dao Khanong,Thon Buri,1250,4,0,1,1,0,1,1,0,0
57693.5,Somdet Phra Chao Tak Sin Road,0.5,0.5,28.6,0.4,0.9,Dao Khanong,Thon Buri,640,11,1,1,1,1,0,0,0,0
84880,Somdet Phra Chao Tak Sin Road,3.77,2.99,27.72,1.99,4.6,Bang Pakok,Rat Burana,1265,16,1,1,1,0,1,1,0,0
76809.5,Somdet Phra Chao Tak Sin Road,0.4,0.7,29,2.2,0.9,Pak Khlong Phasi Charoen,Phasi Charoen,923,6,1,0,1,0,1,1,1,0
92496,Somdet Phra Chao Tak Sin Road,0.1,1,28,0.4,1.1,Talat Phlu,Thon Buri,409,2,0,1,1,0,0,0,0,0
69684,Somdet Phra Chao Taksin Road,0.2,0.9,27.7,0.4,0.9,Bukkhalo,Thon Buri,638,14,1,1,1,0,0,1,0,0
92222,Somdet Phra Pinklao Road,0.3,0.9,31.5,3,1.6,Bang Wa,Phasi Charoen,135,5,1,1,1,0,1,1,0,0
75836.5,Somdet Phra Pinklao Road,1,0.4,18.73,1.7,2.5,Bang Yi Khan,Bang Phlat,506,7,0,1,0,0,0,1,0,0
110345,Somdet Phra Pinklao Road,0.8,0.6,18.73,1.2,2.1,Bang Yi Khan,Bang Phlat,588,2,0,1,1,0,1,1,0,0
89247,Somdet Phra Pinklao Road,0.76,0.3,18.73,2,1.7,Bang Yi Khan,Bang Phlat,121,32,0,1,1,0,1,1,0,0
52775,Somdet Phra Pinklao Road,3.51,1.02,19.61,2.36,4.02,Bang Khun Phrom,Phra Nakhon,138,31,0,1,0,0,1,1,0,0
83292,Song Prapha Road,4.13,2.82,3.05,0.81,4.25,Si Kan,Don Mueang,1072,18,1,0,1,0,1,1,0,0
53720.33,Srinakarin â€“ Romklao Road,4.89,3.54,6.08,1.53,0.51,Prawet,Prawet,1040,10,0,1,1,1,0,0,0,0
35693,Srinakarin Road,0.7,2.43,14.44,1.48,1.36,Bang Na Tai,Bang Na,368,32,0,1,0,0,0,1,0,0
87608.5,Srinakarin Road,0.4,2.43,11.4,1.4,1.1,Bang Na Tai,Bang Na,1101,3,0,1,1,0,1,1,0,0
35043,Srinakarin Road,0.7,2.8,11,1.6,1.3,Bang Na Nuea,Bang Na,1250,11,1,1,1,0,0,1,0,0
72284,Srinakarin Road,0.6,4.3,11.8,1.9,1.7,Bang Na Tai,Bang Na,425,6,1,1,1,0,0,0,0,0
60382.75,Srinakarin Road,0.9,2.7,12.2,0.7,0.8,Bang Na Nuea,Bang Na,840,11,1,1,1,0,1,1,0,0
38021.75,Srinakarin Road,0.7,4.2,11.7,1.9,1.7,Bang Na Tai,Bang Na,1100,14,0,1,1,0,1,1,1,0
74828,Srinakarin Road,3.95,3.12,11.33,1.69,1.42,Nong Bon,Prawet,330,12,0,1,1,0,1,1,0,0
34600,Srinakarin Road,4.76,3.6,10.63,2.56,1.75,Nong Bon,Prawet,154,11,1,1,1,0,1,1,0,0
42184.57,Srinakarin Road,3.88,2.64,11.6,2.18,0.79,Nong Bon,Prawet,1415,15,0,0,1,0,1,0,1,0
58140,Srinakarin Road,3.32,2.44,11.22,1.71,1.32,Nong Bon,Prawet,275,14,0,0,0,0,0,0,0,0
72394.5,Srinakarin Road,0.7,0.4,11.3,0.4,1.32,Nong Bon,Prawet,1052,8,1,1,1,0,1,1,0,0
98324.17,Srinakarin Road,0.2,1.5,12.8,0.6,1.3,Suan Luang,Suan Luang,1613,9,1,1,1,0,1,1,0,0
14666,Sukhaphiban 5 Road,3.26,2.87,5.5,1.74,4.28,Sai Mai,Sai Mai,2344,14,0,1,0,0,0,1,0,0
39150,Sukhumvit Road,0.57,3.4,12.7,0.1,0.3,Bang Na Nuea,Bang Na,350,23,0,1,0,0,0,1,0,0
22527,Sukhumvit Road,3.32,2.44,11.22,1.71,1.32,Nong Bon,Prawet,845,19,0,1,0,0,0,1,0,0
82278,Sukhumvit Road,0.5,1.3,15,2.5,2.7,Bang Na Nuea,Bang Na,79,7,1,1,1,0,1,1,0,0
70068.75,Sukhumvit Road,0.4,1.6,15.9,1.48,1.36,Bang Na Tai,Bang Na,334,11,0,0,1,0,1,1,0,0
68480.5,Sukhumvit Road,0.7,1.9,14.6,2.7,3,Bang Khae,Bang Khae,819,11,1,1,1,0,1,1,0,0
97664.4,Sukhumvit Road,0.3,0.6,15.8,1.48,1.36,Bang Na Tai,Bang Na,820,13,1,1,1,0,0,0,0,0
57576,Sukhumvit Road,0.6,4.5,12.5,1.3,1.1,Bang Na Tai,Bang Na,147,4,0,1,1,0,1,1,0,0
44168.5,Sukhumvit Road,0.8,0.4,15.9,1.75,1.66,Bang Na Nuea,Bang Na,1745,7,0,1,1,0,1,1,0,0
64815,Sukhumvit Road,0.7,1.5,15.6,3,3,Bang Na Tai,Bang Na,60,10,1,1,0,0,1,1,0,0
108871,Sukhumvit Road,1.36,2.24,18.93,0.8,1.07,Khlong Tan Nuea,Watthana,25,15,0,1,1,0,1,1,0,0
372653.2,Sukhumvit Road,0.1,1.2,20.37,0.5,1.9,Khlong Toei,Khlong Toei,273,6,1,1,1,0,0,0,0,0
154442.5,Sukhumvit Road,1.69,1.26,20.37,1.02,2.42,Khlong Toei,Khlong Toei,112,33,0,1,0,0,0,1,0,0
120588,Sukhumvit Road,1.69,1.26,20.37,1.02,2.42,Khlong Toei,Khlong Toei,135,30,0,1,0,0,0,1,0,0
89286,Sukhumvit Road,1.69,1.26,20.37,1.02,2.42,Khlong Toei,Khlong Toei,54,32,0,1,0,0,0,1,0,0
47000,Sukhumvit Road,3.7,2.5,20.37,0.7,1.5,Khlong Toei,Khlong Toei,35,30,0,1,0,0,0,1,0,0
156977,Sukhumvit Road,2.37,2.3,19.57,0.77,2.24,Khlong Tan,Khlong Toei,78,12,0,1,1,0,1,1,0,0
251613,Sukhumvit Road,0.5,1.4,20.37,0.5,1.6,Khlong Toei,Khlong Toei,108,16,0,1,1,0,1,1,0,0
206473,Sukhumvit Road,0.4,1.3,19.79,0.9,1.6,Khlong Toei Nuea,Watthana,377,4,0,1,1,0,1,1,0,0
51547.67,Sukhumvit Road,2.51,2.57,15.11,2.06,3.19,Bang Chak,Phra Khanong,799,15,1,1,1,0,0,1,0,0
107705,Sukhumvit Road,2.51,2.57,15.11,2.06,3.19,Bang Chak,Phra Khanong,141,9,1,1,1,1,1,1,0,0
110274.67,Sukhumvit Road,0.2,1,19.79,0.4,2,Khlong Toei Nuea,Watthana,444,16,1,1,1,0,0,1,0,0
134421.25,Sukhumvit Road,0.7,1.1,19.8,1.1,1.8,Khlong Toei Nuea,Watthana,78,17,1,1,1,0,1,1,0,0
64479.5,Sukhumvit Road,0.3,1.1,19.79,0.8,1.8,Khlong Toei Nuea,Watthana,75,29,0,1,1,0,1,1,0,0
387239.63,Sukhumvit Road,0.2,1.8,19.8,0.3,0.7,Khlong Tan Nuea,Watthana,88,6,1,1,1,0,0,0,0,0
103098.17,Sukhumvit Road,1.5,2.1,18.9,0.7,0.3,Khlong Tan Nuea,Watthana,161,10,0,1,0,0,1,1,0,0
153207,Sukhumvit Road,1.3,3.5,17.6,0.7,1.2,Khlong Tan Nuea,Watthana,269,5,0,1,1,1,1,1,0,0
77866,Sukonthasawat Road,0.2,2.1,6.4,0.4,1.49,Anusawari,Bang Khen,266,8,0,1,1,0,1,1,0,0
234912,Thaniya Road,0.5,1,22.93,0.5,0.3,Silom,Bang Rak,132,14,0,1,1,0,1,1,0,0
215962,Thaniya Road,0.4,1,22.93,0.4,0.3,Silom,Bang Rak,77,18,1,0,0,1,1,1,0,0
342378.88,Thaniya Road,0.5,1.3,22.93,0.7,0.7,Silom,Bang Rak,187,6,1,1,1,0,0,1,0,0
143532,Thaniya Road,0.3,1,22.93,0.3,0.3,Silom,Bang Rak,62,12,0,0,1,0,1,1,0,0
200235.8,Thaniya Road,0.4,0.9,22.93,0.4,0.3,Silom,Bang Rak,75,19,0,1,1,0,1,1,0,0
133980.33,Thaniya Road,0.8,0.9,22.55,0.7,0.5,Thung Maha Mek,Sathon,580,15,0,1,1,1,0,0,0,0
157583,Thaniya Road,0.6,0.7,22.55,0.6,0.2,Thung Maha Mek,Sathon,242,18,1,1,0,0,1,0,0,0
234439,Thaniya Road,0.7,0.8,22.55,0.7,0.3,Thung Maha Mek,Sathon,134,3,1,1,1,0,0,1,0,0
193724,Thaniya Road,0.2,1,22.93,0.1,0.3,Silom,Bang Rak,226,19,0,1,1,0,0,0,1,0
74873.33,Thetsaban Songkhro Road,2.93,1.36,10.96,2.2,1.8,Chatuchak,Chatuchak,79,11,0,1,1,0,1,1,0,0
75758,Thetsaban Songkhro Road,2.95,1.35,10.99,2.24,1.84,Chatuchak,Chatuchak,79,11,0,1,1,0,1,1,0,0
171566.75,Thetsaban Songkhro Road,3.01,1.68,10.59,1.79,1.37,Chatuchak,Chatuchak,333,4,1,1,1,0,0,0,0,0
90660.25,Thetsaban Songkhro Road,3.37,1.99,10.31,1.56,1.17,Lat Yao,Chatuchak,390,15,1,1,1,0,1,1,0,0
73852.33,Thetsaban Songkhro Road,3.08,2.86,11.57,2.71,3.7,Lat Yao,Chatuchak,840,8,0,1,1,1,1,1,0,0
87735.25,Thetsaban Songkhro Road,4.47,2.29,9.7,4.57,1.71,Lat Yao,Chatuchak,875,7,1,1,1,0,0,0,0,0
78324.67,Thetsaban Songkhro Road,2.83,1.37,10.91,2.12,1.7,Lat Yao,Chatuchak,828,13,1,1,0,0,1,1,0,0
157921.38,Thetsaban Songkhro Road,2.99,1.65,10.63,1.83,1.41,Chatuchak,Chatuchak,488,4,1,1,1,1,0,0,0,0
52941,Thetsaban Songkhro Road,3.6,3.37,10.21,1.54,1.2,Lat Yao,Chatuchak,285,28,0,1,0,0,0,1,0,0
60017.33,Thetsaban Songkhro Road,3.77,3.22,10.3,3.41,1.45,Lat Yao,Chatuchak,804,13,1,1,0,0,1,1,0,0
30522,Thetsaban Songkhro Road,3,3.86,11.16,3.43,2.45,Chatuchak,Chatuchak,248,38,0,1,1,0,1,1,0,0
131111,Thonglor Road (Sukhumvit 55),2,1.8,19.2,1.1,0.7,Bang Kapi,Huai Khwang,123,3,0,1,1,0,1,1,0,0
150271.5,Thonglor Road (Sukhumvit 55),4.75,3.17,18.62,2.47,0.68,Bang Kapi,Huai Khwang,281,9,1,1,0,0,1,1,0,0
92082.58,Thonglor Road (Sukhumvit 55),4.56,3.32,17.44,3.3,0.88,Bang Kapi,Huai Khwang,1410,5,0,1,1,0,0,0,0,0
146315.89,Thonglor Road (Sukhumvit 55),3.65,2.15,18.7,1.95,2.61,Bang Kapi,Huai Khwang,591,2,0,1,1,0,0,0,0,0
119661.17,Thonglor Road (Sukhumvit 55),4.35,2.78,18.79,2.2,3.31,Bang Kapi,Huai Khwang,667,8,1,0,1,0,1,1,0,0
77091.11,Thonglor Road (Sukhumvit 55),2.39,3.38,18.38,2.61,0.89,Bang Kapi,Huai Khwang,660,10,0,1,1,0,1,1,0,0
96758.43,Thonglor Road (Sukhumvit 55),4.58,3,18.78,2.36,0.56,Bang Kapi,Huai Khwang,515,12,1,1,1,0,1,1,1,0
134325.5,Thonglor Road (Sukhumvit 55),4.24,2.68,18.73,2.18,3.2,Bang Kapi,Huai Khwang,496,2,0,1,1,0,0,0,0,0
109322,Thonglor Road (Sukhumvit 55),4.56,3.26,17.62,3.16,0.69,Huai Khwang,Huai Khwang,1980,2,0,1,1,1,0,1,0,0
92647,Thonglor Road (Sukhumvit 55),4.51,3.23,17.61,3.15,3.45,Bang Kapi,Huai Khwang,217,4,0,1,1,0,1,1,0,0
108627.67,Thonglor Road (Sukhumvit 55),4.32,2.66,18.9,1.79,3.34,Khlong Tan Nuea,Watthana,98,12,0,1,1,0,1,1,0,0
84673,Thonglor Road (Sukhumvit 55),4.8,3.13,18.44,2.18,1.18,Khlong Tan Nuea,Watthana,79,17,0,1,0,0,1,1,0,0
158458.38,Thonglor Road (Sukhumvit 55),2.13,3.42,18.21,2.5,1.19,Khlong Tan Nuea,Watthana,736,6,1,1,1,1,0,0,0,0
368539.75,Thonglor Road (Sukhumvit 55),4.59,2.97,18.73,2.24,0.74,Khlong Tan Nuea,Watthana,148,5,0,1,1,1,0,1,0,0
88900,Thonglor Road (Sukhumvit 55),1.36,2.24,18.93,0.8,0.2,Khlong Tan Nuea,Watthana,96,37,0,1,0,0,0,1,0,0
215059.5,Thonglor Road (Sukhumvit 55),4.73,3.07,18.51,2.14,1.13,Khlong Tan Nuea,Watthana,130,4,0,1,1,0,0,0,0,0
244638.73,Thonglor Road (Sukhumvit 55),4.07,2.4,19.14,1.56,3.1,Khlong Tan Nuea,Watthana,52,5,0,1,1,0,1,1,0,0
130403,Thonglor Road (Sukhumvit 55),4.12,2.47,19.12,1.69,3.12,Khlong Tan Nuea,Watthana,102,9,0,1,1,0,1,1,0,0
155268.67,Thonglor Road (Sukhumvit 55),4.42,2.82,18.91,2.14,3.39,Khlong Tan Nuea,Watthana,288,3,0,1,1,0,1,1,1,0
77913.67,Thonglor Road (Sukhumvit 55),3,2.5,18.6,0.4,0.5,Khlong Tan Nuea,Watthana,736,29,1,1,1,0,0,1,0,0
118462,Thonglor Road (Sukhumvit 55),1.3,2.1,18.9,0.6,0.5,Khlong Tan Nuea,Watthana,73,14,0,1,1,0,1,1,0,0
77273,Thonglor Road (Sukhumvit 55),1.36,2.24,18.93,0.8,1.07,Khlong Tan Nuea,Watthana,12,14,0,1,1,0,1,1,0,0
185930,Thonglor Road (Sukhumvit 55),1,2.6,18.6,0.2,0.9,Khlong Tan Nuea,Watthana,35,11,1,1,1,0,1,1,0,0
192502.27,Thonglor Road (Sukhumvit 55),1.6,2.8,18.3,0.3,0.7,Khlong Tan Nuea,Watthana,537,4,1,1,1,0,0,0,0,0
118017.5,Thonglor Road (Sukhumvit 55),1.4,1.6,19.4,1.2,0.6,Khlong Tan Nuea,Watthana,135,9,1,1,1,1,0,1,0,0
255749.75,Thonglor Road (Sukhumvit 55),1.3,2.6,18.5,0.2,0.6,Khlong Tan Nuea,Watthana,51,3,0,1,1,0,1,1,0,0
72868,Thonglor Road (Sukhumvit 55),1.9,2.9,18.1,0.8,0.7,Khlong Tan Nuea,Watthana,300,44,0,1,1,0,0,1,0,0
131712,Thonglor Road (Sukhumvit 55),1.3,1,18.93,0.7,1,Khlong Tan Nuea,Watthana,323,2,0,1,1,0,1,1,0,0
158177.5,Thonglor Road (Sukhumvit 55),1.5,2.2,18.8,0.7,0.2,Khlong Tan Nuea,Watthana,447,14,0,1,1,0,1,1,0,0
104766.83,Thonglor Road (Sukhumvit 55),1.9,2.3,18.7,1,0.2,Khlong Tan Nuea,Watthana,572,14,1,1,1,0,1,1,0,0
288388.62,Thonglor Road (Sukhumvit 55),2.1,2.3,18.7,1.1,0.3,Khlong Tan Nuea,Watthana,127,5,1,1,1,1,0,0,0,0
50077,Udom Suk Road,2.51,2.57,15.11,2.06,3.19,Bang Chak,Phra Khanong,630,11,0,1,1,0,1,0,1,0
76786,Udom Suk Road (Sukhumvit 103),0.2,2.1,15,2,3.19,Bang Chak,Phra Khanong,580,11,0,1,1,0,1,1,1,0
43749.33,Udom Suk Road (Sukhumvit 103),0.9,0.1,16.4,1.48,1.36,Bang Na Tai,Bang Na,718,31,1,1,1,0,0,0,1,0
67504.5,Udom Suk Road (Sukhumvit 103),1,2,15.4,2.8,2.7,Bang Na Tai,Bang Na,353,10,0,1,1,0,0,1,0,0
161734.8,Udom Suk Road (Sukhumvit 103),0.5,1.8,14.9,2.5,3.19,Bang Chak,Phra Khanong,673,6,0,1,1,1,0,1,1,0
120695.29,Udom Suk Road (Sukhumvit 103),0.6,1.2,15,2.6,1.66,Bang Na Nuea,Bang Na,898,9,1,1,1,1,0,0,0,0
38571,Udom Suk Road (Sukhumvit 103),0.6,1.7,15.8,1.48,1.36,Bang Na Tai,Bang Na,551,28,0,0,0,0,0,0,0,0
92775.88,Udom Suk Road (Sukhumvit 103),0.6,1.5,15.8,1.48,1.36,Bang Na Tai,Bang Na,1113,5,1,1,1,1,0,0,0,0
43888,Udom Suk Road (Sukhumvit 103),1,0.2,16.4,1.75,1.66,Bang Na Nuea,Bang Na,410,22,0,0,0,0,0,1,0,0
53310.67,Udom Suk Road (Sukhumvit 103),0.57,3.1,12.6,0.3,0.7,Bang Na Nuea,Bang Na,800,9,0,1,0,0,0,1,0,0
102722.11,Udom Suk Road (Sukhumvit 103),0.6,0.4,15.8,1.48,1.36,Bang Na Tai,Bang Na,1569,7,1,1,1,0,0,1,0,0
47026,Udom Suk Road (Sukhumvit 103),0.7,3.7,13.3,1.1,0.9,Bang Na Tai,Bang Na,1384,8,0,1,1,0,1,1,0,0
100980.13,Udom Suk Road (Sukhumvit 103),0.2,1,15.3,3,1.66,Bang Na Nuea,Bang Na,421,13,1,1,1,1,0,0,0,0
88024.67,Udom Suk Road (Sukhumvit 103),0.7,1.7,14.6,2.3,2.5,Bang Na Nuea,Bang Na,1459,4,0,1,1,0,0,1,1,0
56651.33,Udom Suk Road (Sukhumvit 103),1,4,12.7,0.6,0.4,Bang Na Tai,Bang Na,600,10,1,1,1,0,1,1,0,0
118614.6,Udom Suk Road (Sukhumvit 103),0.3,1.1,16,1.48,1.36,Bang Na Tai,Bang Na,844,8,1,1,1,0,1,1,0,0
74828.88,Udom Suk Road (Sukhumvit 103),0.57,3,12.4,0.4,0.6,Bang Na Nuea,Bang Na,609,6,1,1,1,0,0,0,1,0
49924,Udom Suk Road (Sukhumvit 103),0.7,3.5,13.1,0.6,0.5,Bang Na Tai,Bang Na,238,12,0,1,1,0,1,1,0,0
84088.67,Udom Suk Road (Sukhumvit 103),1.5,2.2,14.7,1.48,2,Bang Na Tai,Bang Na,672,3,0,1,1,0,1,1,0,0
133993,Udom Suk Road (Sukhumvit 103),1,3.3,12.6,0.1,0.4,Bang Na Nuea,Bang Na,204,2,0,1,1,0,1,1,0,0
27500,Udom Suk Road (Sukhumvit 103),0.7,2.43,13,0.4,0.3,Bang Na Tai,Bang Na,145,27,0,1,1,0,1,1,0,0
72098.5,Udom Suk Road (Sukhumvit 103),0.57,3.2,12.5,0.2,0.5,Bang Na Nuea,Bang Na,566,9,1,1,1,0,1,1,0,0
53214,Udom Suk Road (Sukhumvit 103),1,1.8,15.3,2.7,2.7,Bang Na Tai,Bang Na,104,7,0,1,1,1,1,1,0,0
63281,Udom Suk Road (Sukhumvit 103),0.8,0.4,15.9,1.75,1.66,Bang Na Nuea,Bang Na,180,10,1,1,0,0,0,1,0,0
57393,Udom Suk Road (Sukhumvit 103),1,4.1,13,1.2,1,Bang Na Tai,Bang Na,182,7,1,1,1,0,0,0,1,0
47619,Udom Suk Road (Sukhumvit 103),0.8,3.8,12.5,0.4,0.3,Bang Na Tai,Bang Na,643,12,1,1,1,1,1,1,0,0
94350.43,Udom Suk Road (Sukhumvit 103),0.1,1.3,15.1,2.9,1.66,Bang Na Nuea,Bang Na,1172,14,0,1,1,0,1,1,0,0
74177,Udom Suk Road (Sukhumvit 103),0.4,1.5,14.9,2.9,3,Bang Na Nuea,Bang Na,268,8,0,1,1,0,1,1,0,0
56184.8,Udom Suk Road (Sukhumvit 103),0.7,2.9,14,1.4,1.3,Bang Na Tai,Bang Na,1028,12,0,1,1,0,0,1,0,0
62426,Udom Suk Road (Sukhumvit 103),0.5,1.9,16.1,1.48,1.36,Bang Na Tai,Bang Na,157,7,0,1,1,0,1,1,0,0
133604.75,Udom Suk Road (Sukhumvit 103),0.2,0.9,16,1.48,1.36,Bang Na Tai,Bang Na,1162,4,0,1,1,0,0,0,1,0
32500,Udom Suk Road (Sukhumvit 103),0.4,1.5,14.8,2.6,2.8,Bang Na Nuea,Bang Na,469,20,0,1,0,0,0,1,0,0
53549.25,Udom Suk Road (Sukhumvit 103),0.2,1.3,15.1,2.8,1.66,Bang Na Nuea,Bang Na,966,16,0,1,1,0,0,1,1,0
55068.5,Udom Suk Road (Sukhumvit 103),1,3.7,17.3,1.5,1,Bang Na Tai,Bang Na,159,9,1,1,1,0,1,1,0,0
84615,Udom Suk Road (Sukhumvit 103),4.9,3.38,15.5,2.02,3.38,Phra Khanong Tai,Phra Khanong,79,12,1,1,1,1,0,1,0,0
46782.33,Udom Suk Road (Sukhumvit 103),2.79,3.06,12.49,0.21,2.19,Bang Chak,Phra Khanong,794,15,0,0,0,0,0,1,0,0
